set_num,name,year,theme_id,num_parts
1206-1,"Round Bricks (2 x 2), White",1982,443,10
1207-1,"Turntables (4 x 4), Red",1982,443,2
1208-1,"Inverted Slope Bricks, Assorted, Red",1982,443,16
1209-1,Fences and Gates,1982,443,10
12-1,Blue Space Elements,1981,452,8
1210-1,Winch Block and Hook Assembly,1982,443,3
1210-2,Small Store Set,1955,372,30
121-1,Roadster,1979,390,23
1211-1,Space Stands and Brackets,1982,443,8
1211-2,Small House Set,1955,372,19
1212-1,"Rocket Tops, Black",1982,443,6
1212-2,Small House - Left Set,1955,372,21
1213-1,Space Radar Disks,1982,452,5
1213-2,Small House - Right Set,1955,372,23
1214-1,Upper Part of Motorhome for 4.5V/12V Trainmotor,1984,456,1
1214-2,Windows and Doors,1955,371,24
1215-1,Train Motor 4.5V Type II Lower Housing,1981,456,1
1215-2,2 x 8 & 2 x 10 Bricks,1955,371,20
1216-1,Semaphores with Feet,1982,456,8
1216-2,4 x 4 Corner Bricks,1955,371,20
1217-1,Yellow Girder Beams & Plates,1982,453,20
1217-2,2 x 4 Bricks,1955,371,52
1218-1,Blue Girder Beams & Plates,1982,453,20
1218-2,2 x 3 Bricks,1955,371,60
1219-1,TECHNIC Beams & Plates [Red],1982,453,20
1219-2,2 x 2 Bricks,1955,371,80
1220-1,Black Girder Beams & Plates,1982,453,20
1220-2,1 x 2 Bricks,1955,371,104
122-1,Loco and Tender,1969,235,96
1221-1,TECHNIC beams - yellow,1982,453,8
1221-2,1 x 1 Bricks,1955,371,160
1222-1,TECHNIC beams - blue,1982,453,8
1222-2,1 x 1 Round Bricks,1955,371,200
1223-1,TECHNIC beams - black,1982,453,8
1223-2,2 x 2 & 2 x 4 Curved Bricks,1955,371,14
1223-3,2 x 2 Curved Bricks,1957,371,100
1224-1,TECHNIC Beams [Red],1982,453,8
1224.1-1,8 Danish Named Beams,1955,371,8
1224-2,8 Named Beams,1955,371,8
1224A-1,1 x 6 and 1 x 8 Bricks,1955,371,36
1225-1,Assortment of Axles,1982,453,32
1225-2,Mixed Plates Parts Pack,1955,371,12
1226-1,Tractor Tires & Hubs,1982,453,12
1226-2,6 x 8 & 2 x 8 Plates,1956,371,4
1227-1,Gear Wheel Assortment,1982,453,15
1227-2,4 x 8 & 2 x 8 Plates,1956,371,5
1228-1,Differential Gear Housing,1982,453,28
1228-2,4 x 8 Curved & 2 x 8 Plates,1956,371,5
1229-1,TECHNIC Chainlinks,1982,453,70
12-3,Wheel Bearings for Locomotives,1977,456,2
1230-1,TECHNIC Bulldozer Chainlinks,1982,453,54
1230-2,Windows and Door without Glass,1955,371,7
123-1,Passenger Coach,1969,235,98
1231-1,X-Large Tires & Hubs,1982,453,4
1231-2,"Windows and Door with Glass, Red",1956,371,10
1231-3,"Windows and Door with Glass, White",1956,371,10
1232-1,Toggle Joints & Connectors,1982,453,46
1233-1,Axle Assortment,1984,453,34
1233-2,Light Masts,1958,371,4
1234-1,Gear Wheel Assortment,1984,453,21
1234-3,"Replacement Gearbox for Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3",1983,443,1
1235-1,Differential Gear Housing,1984,453,19
1235-2,Garage Plate and Door,1955,371,3
1236-1,TECHNIC wheels with hubs,1984,453,4
1236-2,Garage,1955,372,59
1236-3,12V Technic Motor,1979,453,1
1239-2,Remote Control for Electric Points,1985,456,8
1240-1,"Hinges and Tilted Bearings, Light Gray",1986,443,16
1240-2,8 Road Signs,1955,371,8
124-1,Goods Wagon,1969,235,56
1241-1,Digger Bucket Assembly,1985,443,4
1241-2,8 Road Signs,1955,371,8
1242-1,Crane Grab and Winch,1986,443,4
1242-2,International Flags,1957,371,5
1242D-1,5 Danish Flags,1957,371,5
1243-1,Hinges and Couplings,1986,443,9
1244-1,Runway Plates,1986,443,2
1245-1,T- and Intersection Plates,1986,443,2
1245-2,Lighting Device Pack,1957,371,3
1247-2,Esso Pumps/Sign,1955,371,2
1248-2,Painted Trees and Bushes,1955,371,6
125-1,Tipping Wagon,1969,235,20
125-2,Building Set,1974,469,234
1260-2,1:87 Twenty Four Models,1957,368,24
126-1,Steam Locomotive (Push),1970,235,60
1267-1,Shock Absorbers,1985,453,4
127-1,Train Set,1969,235,365
1271-2,Traffic Police Set,1956,372,6
128-1,Taxi Station,1979,390,33
128-2,Mobile Crane (Train Base),1972,235,23
128-3,Mobile Crane (Plate Base),1971,235,38
1300-1,Lego Mosaik Set (Small),1955,370,47
130-1,Wagon with Double Tippers,1972,235,20
1306-1,VW Garage,1957,372,45
1307-1,VW Auto Showroom,1957,372,51
1308-1,Fire Station,1957,372,109
1309-1,Church,1957,372,150
13-1,Gray Space Elements,1981,452,10
1310-1,ESSO Filling Station,1956,372,96
131-1,Passenger Coach,1972,235,66
1314-1,Stop bush / Small pulley,1987,1,210
1315-1,Piston Rod,1987,1,50
1316-1,Connector peg,1987,1,150
1317-1,TECHNIC Chainlinks,1987,1,350
1318-1,Gears Small,1987,1,68
1319-1,Gears Large,1987,1,22
13-2,Large Pre-School Basic Set,1973,433,92
1320-1,Differential and Bevel Gears,1987,1,32
132-1,Cottage,1979,390,115
1321-1,Worm Gear and Racks,1987,1,22
132-2,Port Crane and Flat Waggon,1972,235,58
1322-1,"Pulleys, Tires, and Steering Wheels",1987,1,32
1323-1,Hubs and Tyres,1985,524,24
1324-1,Rubber Bands and String,1985,1,101
1325-1,Assorted Spare Axles,1987,1,68
1326-1,"Spare Axles, 12L",1987,1,28
1327-1,Red/Black Plates,1985,524,48
1328-1,Red/Black Plates,1985,524,32
1329-1,Red/Black Plates,1985,525,28
13-3,Train Motor Plate with Buffers,1977,456,5
1330-1,Red/Black Plates,1985,525,20
133-1,Locomotive (Push),1975,235,81
1331-1,Red/Blue Bricks,1985,525,88
1332-1,Red/Blue Beams,1985,525,18
1333-1,Red/Blue Beams,1985,525,20
1334-1,Motors (4.5V),1985,525,2
1335-1,Battery Boxes (4.5v),1985,525,2
1336-1,Pole Reverser Switches for Battery Box,1985,1,2
1337-1,Connecting Leads,1985,1,18
1338-1,Angles Swivels Turntables,1985,524,72
1339-1,TECHNIC parts,1987,1,20
1340-1,Weight Bricks,1987,1,18
134-1,Mobile Crane and Waggon,1975,235,55
1341-1,Building Plates Green,1985,524,3
134-2,Service Station,1979,390,84
1342-1,Electric Switches and Tiles,1986,525,7
1343-1,Optosensors (4.5V) and Discs,1986,525,4
1344-1,Light Bricks (4.5V),1986,524,12
1345-1,"Pinions, Connectors, and Axles",1986,1,52
1346-1,Touch Sensors,1987,1,2
1347-1,Leads (4.5V) Spirals,1987,524,42
1348-1,Base Plates Grey,1987,524,3
135-1,Building Set,1973,469,338
136-1,Tanker Waggon (Shell),1975,235,81
137-1,Hospital,1979,391,104
137-2,Passenger Sleeping Car,1975,235,81
138-1,Electronic Train,1969,235,107
139-1,Electronic Control Unit (Forward/Backward - Stop),1969,243,13
139A-1,Electronic Control Unit (Forward - Stop),1969,243,13
140-1,Town Hall,1979,390,135
140-2,Bricks'n Motor Set,1969,469,96
14-1,Space Mini Figures,1982,452,24
14-3,Small house set,1973,433,0
14-4,Train Motor Plate with Coupler,1977,456,1
145-1,Building Set,1974,469,412
146-1,Level Crossing,1976,235,68
1467-1,Shell Race Car,1987,82,46
1468-1,Shell Tanker,1987,76,39
1469-1,Helicopter,1986,466,39
1470-1,Shell Station,1987,76,32
147-1,Refrigerated Car with Forklift,1976,235,112
1472-1,Holiday Home,1987,69,359
148-1,Central Station,1975,235,292
1484-1,Weetabix Town House,1987,69,215
1489-1,Mobile Car Crane,1989,85,175
1490-1,Town Bank,1988,85,195
149-1,Fuel Refinery,1976,235,340
1495-1,Basic Building Set Trial Size,1988,467,26
1496-1,Rally Car,1987,82,52
1497-1,Rally and Pitcrew Team,1987,82,124
1498-1,Spy-Bot,1987,130,63
1499-1,Twin Starfire,1987,130,89
150-1,Straight Track,1966,243,25
1506-1,Town Value Pack,1986,67,2
1507-1,Space Value Pack,1986,130,2
1509-1,Town Value Pack,1987,82,2
15-1,Castle Mini Figures,1984,447,38
1510-1,Space Value Pack,1987,130,2
151-1,Curved Track,1966,243,25
1512-1,Denken mit Lego (Thinking with Lego 250pcs),1972,517,250
1512-2,Basic Set with Storage Case,1985,467,103
1513-1,Denken mit Lego (Thinking with Lego 900pcs),1972,517,901
1513-2,Basic Building Set Gift Item,1989,467,71
1514-1,Basic Building Set Trial Size,1988,467,46
1515-1,Town Value Pack,1989,82,2
1516-1,Theater with Play-Scenes,1987,390,21
1517-1,Race Car,1989,82,32
1518-1,Race Car Repair,1989,82,79
15-2,Large House Set,1973,433,157
1520-1,Basic Set with Storage Case,1985,467,215
152-1,Two Train Wagons,1966,235,22
1521-1,Basic Building Set Trial Size,1989,467,24
1522-1,Basic Building Set Trial Size,1989,467,44
1523-1,Basic Set Trial Size,1986,467,27
1524-1,Basic Set Trial Size,1986,467,38
1525-1,Container Lorry,1986,70,153
1526-1,Space Radar Buggy,1986,130,105
1528-1,Dragster,1986,82,29
153-1,Large Train Wagon,1966,235,15
154-1,Switch Track - 1 Right and 1 Left,1967,243,4
1544-1,Duplo Medium Bucket,1988,505,57
1546-1,Airplane,1985,466,31
1550-1,Sterling Super Caravelle,1972,412,49
155-1,"2 Cross Rails, 8 Straight Tracks, 4 Base Plates",1967,243,14
1551-1,Chick,1985,229,6
1551-2,Sterling Luggage Carrier,1972,412,49
1552-1,Maersk Line Container Truck,1985,70,377
1552-2,Sterling Boeing 727,1974,412,45
1554-1,Silja Line Ferry,1986,471,175
1555-1,Santa Claus,1986,227,19
1555-2,Sterling Airways Biplane,1978,412,44
1556-1,Christmas Hearts,1986,227,10
1557-1,Scooter,1986,130,26
1558-1,Mobile Command Trailer,1986,130,68
1560-2,Lufthansa Boeing 727,1976,412,44
1560-3,Crest Basic Building Set,1985,467,27
156-1,2 Signals with Automatic Stop / Go Attachment,1968,243,6
1561-2,Lufthansa Flight Crew,1976,364,60
156-2,Straight Track,1976,243,25
1562-2,Basic Building Set,1985,467,36
1562-3,Lufthansa Double-Decker,1976,412,50
157-1,Curved Track,1976,243,25
157-2,Automatic Direction Changer,1969,243,7
1572-1,Super Tow Truck,1986,85,79
157-3,Four Car Auto Transport,1970,423,65
1575-1,Finnjet Ferry,1977,471,507
1575-2,Basic Set with Board Game,1987,467,240
1577-1,Medium Bucket,1988,467,217
1580-1,Lunar Scout,1986,130,70
1580-2,Silja Line Ferry,1977,471,413
158-1,Railroad Crossing Gate,1969,243,7
1581-1,Silja Line Ferry,1981,471,181
1584-1,Knights Challenge,1988,199,168
1588-1,Basic Set,1987,467,27
1589-1,Town Square,1978,85,441
1589-2,TCS Breakdown Assistance,1986,85,258
1590-2,ANWB Breakdown Assistance,1982,85,262
159-1,"Crossover, Straight Rails",1976,243,25
1591-1,Danone Truck,1980,75,40
1592-1,Town Square - Castle Scene,1980,85,495
1592-2,Town Square - Castle Scene (Dutch Version),1983,85,495
1593-1,Super Model,1983,130,314
1598-1,Basic Set,1987,467,38
1599-1,Britannia Airways,1987,466,102
160-1,Magnetic Couplings,1968,243,6
1601-1,Conveyance,1976,416,187
1602-1,Giraffe,1987,467,16
1604-1,Lion,1987,467,17
1605-1,Snail,1987,467,14
1606-1,Car,1987,467,23
1607-1,Helicopter,1987,466,26
1608-1,{Aeroplane},1987,466,24
1609-1,Ship,1987,467,31
16-1,Transparent Bricks,1988,443,32
1610-2,Martinair Cessna,1978,412,82
161-1,Battery Wagon with Signal and Direction - Changing,1972,243,7
1611-2,Martinair DC-9,1978,412,63
1612-1,Race Car,1988,82,30
1613-1,Basic Set in Bucket,1987,467,375
1616-1,Space Combi-Pack,1989,132,2
1617-1,Small Bucket,1988,467,155
1619-1,Storage Bucket,1986,469,260
1620-2,Factory,1978,75,233
162-1,Locomotive without Motor,1977,235,210
1625-1,Snowman,1989,227,40
1626-1,Angel,1989,227,33
1627-1,Santa,1989,227,36
1628-1,Santa on Sleigh with Reindeer,1989,227,63
163-1,Cargo Wagon,1977,235,127
164-1,Passenger Wagon,1978,235,145
1642-1,"Lego Motion 3B, Sea Eagle",1989,468,15
1643-1,"Lego Motion 2B, Lightning Striker",1989,468,16
1644-1,"Lego Motion 4A, Wind Whirler",1989,468,17
1645-1,"Lego Motion 1A, Gyro Bird",1989,468,19
1646-1,"Lego Motion 3A, Land Laser",1989,468,17
1647-1,"Lego Motion 1B, Turbo Force",1989,468,14
1648-1,"Lego Motion 2A, Swamp Stinger",1989,468,16
1649-1,"Lego Motion 4B, Sea Skimmer",1989,468,17
1650-1,Maersk Line [Promotional Container Ship],1974,363,218
165-1,Cargo Station,1978,235,267
1651-2,Maersk Line Container Truck,1980,70,305
1655-1,Viking Line Ferry,1985,471,175
1656-2,Viking Line Ferry,1982,471,171
1658-1,Viking Line Ferry,1982,471,201
166-1,Flat Wagon,1978,235,51
1661-2,Basic Building Set in Bucket,1989,467,418
1662-1,Basic Building Set in Bucket,1989,467,630
1663-1,Basic Building Set in Bucket,1989,467,451
167-1,Loading Ramp and Car Transport Wagon,1978,235,100
1-7,Basic Set,1973,469,107
170-1,Push Along Play Train,1972,235,87
171-1,Complete Train Set Without Motor,1972,235,146
1-8,Little House Set,1970,433,67
180-1,Train with 5 Wagons and Circle of Track,1972,235,220
181-1,"Complete Train Set with Motor, Signals and Switch",1972,235,143
182-1,Train Set with Signal,1975,235,368
183-1,Complete Train Set with Motor and Signal,1976,235,186
1898-1,Weetabix Dragster,1989,82,27
1899-1,Weetabix Racer,1989,82,24
190-1,Farm Set,1974,364,526
1901-2,Mini Basic Set,1984,469,36
1905-1,Mini Basic Set,1982,469,36
1910-1,Promo Basic Set,1982,469,88
1911-1,Basic Set,1983,469,34
1912-1,"LEGO Building Set A, Car",1983,468,20
1913-1,"LEGO Building Set B, Boat",1983,468,27
1914-1,"LEGO Building Set C, Helicopter",1983,468,20
1915-1,"LEGO Building Set D, Aircraft",1983,468,20
19-2,Locomotive Piston Assemblies,1977,456,6
1920-1,Promo Basic Set,1982,469,119
192-1,Policemen,1977,364,86
1922-2,Basic Building Set,1983,469,60
1923-1,Viking Line Ferry,1989,471,184
1924-1,Motorcycle,1983,13,103
1929-1,Guardsman,1988,468,13
1932-1,Basic Building Set + Storage Case,1984,469,82
194-1,Family,1976,364,94
1944-1,Basic Set with Storage Case,1983,469,142
195-1,Airplane,1975,364,89
1952-1,Dairy Tanker,1989,75,128
1953-1,Mouse,1989,468,14
1954-2,Basic Set with Storage Case,1984,469,141
1960-2,Special Value 96 pieces (Canadian Set),1985,467,104
196-1,Antique Car,1975,364,115
1962-1,Basic Building Set,1985,467,219
1963-1,Basic Set with Storage Case,1986,467,221
1964-1,Basic Building Set,1985,467,27
1965-1,Basic Building Set,1985,469,38
1966-1,Car Repair Shop,1985,85,300
1967-1,System Bonus Pack,1985,559,5
1967-2,Town Value Pack,1985,85,3
1968-1,Space Express,1985,130,183
1969-2,Space Value Pack,1985,130,3
197-1,Farm Vehicle and Animals,1976,364,120
1972-1,Go-Cart,1985,12,98
1973-1,Emirates Airliner,1989,68,138
1974-1,Legoland Triple Pack,1989,559,3
1974-2,Flyercracker USA,1989,68,74
1974-3,Smuggler's Hayride,1989,194,50
1974-4,Star Quest,1989,132,37
1976-1,Town 3-Pack,1984,67,3
1977-1,Space Value Pack,1983,130,3
1978-2,Town Value Pack,1983,67,3
1979-2,Town Value Pack,1984,67,3
198-1,Cowboys,1977,364,39
1983-1,Space Value Pack,1984,130,3
199-1,Scooter,1977,364,41
1997-1,Town Value Pack,1985,67,3
1999-1,Space Value Pack,1985,130,3
200-1,Family,1974,364,78
200-2,Building Ideas Book,1985,501,0
200-3,"LEGO Town Plan Board, Plastic",1957,372,1
200-4,"LEGO Town Plan Board, Continental European Cardboard Version",1959,372,1
200-5,"LEGO Town Plan Board, UK / Australian Cardboard Version",1962,372,1
200A-1,LEGO Town Plan Wooden Board,1957,372,1
200M-1,LEGO Town Plan Wooden Board,1957,372,1
20-1,Universal Building Set,1976,469,217
205-2,Universal Figure Set,1978,364,118
2070-1,Ring Me Rabbit,1987,504,3
208-1,Mother with Baby Carriage,1978,364,46
2-1,Extra Large Tires & Hubs,1982,1,4
2-10,Mini-Wheel Model Maker No. 2,1971,423,63
210-1,Cowboys,1976,364,39
210-2,Small Store Set,1958,372,30
2-11,Medium Basic LEGO Set,1976,433,130
211-1,Mother and Baby with Dog,1976,364,44
211-2,Small House Set,1958,372,19
21-2,Truck,1971,433,33
212-1,Small House - Left Set,1958,372,21
212-2,Scooter,1976,364,41
213-1,Airplane Ride,1977,364,44
213-2,Small House - Right Set,1958,372,21
214-1,Road Repair,1977,364,64
214.10-1,"1 x 2 x 4 Glass Door in Frame, Left",1961,371,26
214.1-1,1 x 6 x 3 Window with Frame,1961,371,12
214-2,"Ten Windows and Doors, Red",1958,371,10
214.2-1,1 x 6 x 2 Triple-Pane Window in Frame,1961,371,16
214-3,"Ten Windows and Doors, White",1958,371,10
214.3-1,1 x 6 x 2 Double-Pane Window in Frame w/Shutters,1961,371,16
214.4-1,1 x 4 x 2 Window in Frame,1961,371,18
214.5-1,1 x 3 x 2 Window in Frame,1961,371,24
214.6-1,1 x 2 x 2 Window in Frame,1961,371,15
214.7-1,1 x 1 x 2 Window Frame,1961,371,38
214.8-1,1 x 2 x 1 Window Frame,1961,371,38
214.9-1,1 x 1 x 1 Window Frame,1961,371,40
215-1,Red Indians,1977,364,81
215-2,2 x 8 Bricks,1958,371,30
216-1,2 x 10 Bricks,1958,371,25
217-1,Service Station,1977,364,210
217-2,4 x 4 Corner Bricks,1958,371,30
218-1,Firemen,1977,364,277
218-2,2 x 4 Bricks,1958,371,78
219-1,2 x 3 Bricks,1958,371,90
220-1,2 x 2 Bricks,1958,371,120
22-1,Car,1971,433,47
221-1,Idea Book #1,1973,497,0
221-2,1 x 2 Bricks,1958,371,156
222-1,Building Ideas Book,1976,501,0
222-2,1 x 1 Bricks,1958,371,240
223-2,1 x 1 Round Bricks,1958,371,160
224-1,2 x 2 & 2 x 4 Curved Bricks,1956,371,14
224-3,2 x 2 Curved Bricks,1958,371,120
225-1,1 x 6 and 1 x 8 Bricks,1958,371,54
226-1,8 Named Beams,1958,371,8
226-2,Idea Book,1981,497,0
227-1,4 x 8 Curved & 2 x 8 Plates,1958,371,5
228-1,4 x 8 & 2 x 8 Plates,1958,371,5
229-1,6 x 8 & 2 x 8 Plates,1958,371,4
229.1-1,2 x 8 Plates,1962,371,8
230-1,Hairdressing Salon,1978,405,227
230-2,Six Trees and Bushes,1958,371,6
23-1,Delivery Truck Set,1971,433,64
231-1,Hospital,1978,405,400
231-2,Esso Pumps/Sign,1956,371,2
2312-1,Duplo Supplementary Bricks,1987,505,39
232-1,Bungalow,1978,405,472
232-2,16 Road Signs,1958,371,16
233-1,Light Masts,1958,371,4
234-1,Letter Bricks,1958,371,50
235-1,Garage Plate and Door (White Base and Door Frame),1958,371,3
235-2,Garage Plate and Door (Gray Base and Door Frame),1968,371,5
236-1,Garage with Automatic Door (White base and door frame),1956,372,69
236-2,Garage and Van,1957,372,69
236-3,Garage with Automatic Door (Gray base and door frame),1968,372,59
237-1,Number Bricks,1960,371,50
238-1,Lego System Idea Book no. 1,1960,497,0
238-2,Lego System Idea Book (by Samsonite),1961,497,0
238-3,Lego System Idea Book no. 1,1962,497,0
238-4,Lego System Ideas Book no. 2,1962,497,0
238-5,Lego System Ideas Book no. 2,1963,497,0
238-6,Lego System Idea Book,1963,497,0
238-7,So Bauen Wir Mit LEGO,1963,497,0
238-8,Lego System Ideas Book No. 3,1964,497,0
238-9,Lego System Idea Book (by Samsonite),1964,497,0
239-1,Wir bauen mit Lego Idea Book,1966,497,0
239-2,Das große Lego-Buch Idea Book,1968,497,0
240-1,"Wooden Storage Box Large, Empty",1967,383,-1
240-2,Idea Book,1967,497,0
24-1,Minitalia Train,1971,433,77
241-1,4.5v Idea Book,1969,497,0
242-1,International Flags,1958,371,5
