set_num,name,year,theme_id,num_parts
1298-23,Advent Calendar 1998 Classic Basic (Day 22) Police Boat,1998,221,9
1298-24,Advent Calendar 1998 Classic Basic (Day 23) Truck,1998,221,10
1298-25,Advent Calendar 1998 Classic Basic (Day 24) Airplane,1998,221,10
1298-3,Advent Calendar 1998 Classic Basic (Day  2) Santa,1998,221,5
1298-4,Advent Calendar 1998 Classic Basic (Day  3) Boat,1998,221,9
1298-5,Advent Calendar 1998 Classic Basic (Day  4) Boat,1998,221,10
1298-6,Advent Calendar 1998 Classic Basic (Day  5) Sailboat,1998,221,10
1298-7,Advent Calendar 1998 Classic Basic (Day  6) Airplane,1998,221,10
1298-8,Advent Calendar 1998 Classic Basic (Day  7) Helicopter,1998,221,8
1298-9,Advent Calendar 1998 Classic Basic (Day  8) Airplane,1998,221,9
1349-1,Steven Spielberg Moviemaker Set,2000,273,447
1351-1,Movie Backdrop Studio,2001,273,211
1352-1,Explosion Studio,2000,273,237
1353-1,Car Stunt Studio,2001,273,168
1354-1,Dino Head Attack,2000,273,95
1355-1,Temple of Gloom,2000,273,58
1356-1,Stuntman Catapult,2001,273,29
1357-1,Cameraman,2001,273,21
1360-1,Director's Copter,2001,273,22
1361-1,Camera Car,2001,273,20
1362-1,Air Boat,2001,273,24
1363-1,Stunt Go-Cart,2001,273,25
1370-1,Raptor Attack Studio,2001,274,157
1371-1,Spinosaurus Attack Studio,2001,274,186
1374-1,Green Goblin,2002,488,59
1376-1,Spider-Man Action Studio,2002,488,249
1380-1,Werewolf Ambush,2002,273,114
1381-1,Vampire's Crypt,2002,273,171
1382-1,Scary Laboratory,2002,273,500
1383-1,Curse of the Pharaoh,2002,273,52
1385-1,Clikits Bracelet Sample Set,2003,500,13
1386-1,Clikits Bracelet Sample Set,2004,500,13
1388-1,Huki [McDonald's Promo Set #1],2001,355,8
1389-1,Onepu [McDonald's Promo Set #2],2001,355,8
1390-1,Maku [McDonald's Promo Set #3],2001,355,8
1391-1,Jala [McDonald's Promo Set #4],2001,355,8
1392-1,Kongu [McDonald's Promo Set #5],2001,355,8
1393-1,Matoro [McDonald's Promo Set #6],2001,355,8
1411-1,Pirate's Treasure Hunt (Quaker Oats promo),2001,273,35
1413-1,Rover,2001,135,29
1414-1,Double Hover (Kabaya Promotional),2001,135,21
1415-1,Jet Scooter,2001,135,24
1416-1,Worker Robot,2001,135,30
1417-1,Vakama,2001,356,28
1417-2,Vakama (bagged),2003,356,28
1418-1,Matau,2001,356,25
1419-1,Nokama (Kabaya Promotional),2001,356,27
1420-1,Nuju,2001,356,29
1421-1,Director's Copter (Kabaya Promotional),2001,273,22
1422-1,Camera Cart (Kabaya Promotional),2001,273,20
1423-1,Air Boat (Kabaya Promotional),2001,273,24
1424-1,Stunt Go-Kart (Kabaya Promotional),2001,273,25
1425-1,Dash Jet Sub,2002,305,23
1426-1,Cam Wing Diver,2002,305,21
1427-1,Ogel Marine Slizer,2002,305,21
1428-1,Small Soccer Set 1 (Kabaya Box),2002,462,24
1428-2,Small Soccer Set 1 (Polybag),2002,462,20
1429-1,Small Soccer Set 2 (Kabaya Box),2002,462,19
1429-2,Small Soccer Set 2 (Polybag),2002,462,19
1430-1,Small Soccer Set 3 (Kabaya Box),2002,462,12
1430-2,Small Soccer Set 3 (Polybag),2002,462,13
1431-1,Tahnok Va (Kabaya Promotional),2002,329,27
1432-1,Nuhvok Va (Kabaya Promotional),2002,329,26
1433-1,Gahlok Va (Kabaya Promotional),2002,329,26
1434-1,Lehvak Va (Kabaya Promotional),2002,329,25
1435-1,Super Glider (Kabaya Promotional),2002,282,7
1436-1,Ultralight Flyer (Kabaya Promotional),2002,282,16
1437-1,Turbo Chopper (Kabaya Promotional),2002,282,13
1441-1,Fikou (Tree-Spider),2003,324,13
1461-1,Turbo Force,1992,82,31
1462-1,Galactic Scout,1992,129,23
1463-1,Treasure Cart,1992,190,24
1464-1,Pirate Lookout,1992,148,17
1474-1,Basic Building Set with Gift Item,1991,467,69
1475-1,Airport Security Squad,1991,68,128
1477-1,{Red Race Car Number 3},1991,82,39
1478-1,Mobile Satellite Up-Link,1991,136,31
1479-1,2-Pilot Craft,1991,129,34
1480-1,King's Catapult,1991,190,33
1481-1,Desert Island,1991,148,24
1491-1,Dual Defender,1992,188,49
1492-1,Battle Cove,1992,148,27
1520-2,Town 2 for 1 Bonus Offer,1990,67,2
1545-1,Build-A-Rabbit,1992,229,29
1547-1,Black Knights Boat,1993,188,58
1548-1,Stena Line Ferry,1992,471,173
1549-1,Santa and Chimney,1992,227,62
1560-1,Glory Glider,1990,68,26
1561-1,Stunt Chopper,1990,68,30
1562-1,Wave Jumper,1990,77,25
1563-1,Track Blaster,1990,82,30
1581-2,Delivery Truck,1990,75,122
1596-1,Ghostly Hideout,1993,203,37
1597-1,Castle 3-Pack,1993,186,3
1603-1,Trial Size Imagination,1993,467,13
1610-1,Police Car,1991,80,23
1611-1,Dune Buggy,1991,79,21
1620-1,Astro Dart,1990,132,30
1621-1,Lunar MPV Vehicle,1990,132,96
1624-1,King's Archer,1993,188,22
1630-1,Helicopter,1990,68,27
1631-1,Black Racer,1990,82,23
1632-1,Motor Boat,1990,77,28
1633-1,Loader Tractor,1990,72,24
1636-1,Small Bucket,1990,467,185
1637-1,Large Bucket,1990,467,493
1638-1,Blue Bucket,1990,467,444
1639-1,Large Bucket,1990,467,673
1642-2,"Lego Motion 3B, Sea Eagle - International version",1994,468,15
1644-2,"Lego Motion 4A, Wind Whirler - International version",1994,468,17
1646-2,"Lego Motion 3A, Land Laser - International version",1994,468,17
1649-2,"Lego Motion 4B, Sea Skimmer - International version",1994,468,17
1651-1,Basic Building Set Trial Size,1993,467,30
1652-1,Basic Set,1994,467,44
1656-1,Evacuation Team,1991,74,244
1660-1,Kronprins Frederik Ferry,1996,471,164
1665-1,Dual FX Racers,1990,82,108
1666-1,Brick Vac,1991,467,140
1668-1,Basic Building Set Trial Size,1992,469,30
1670-1,Basic Building Set Trial Size,1992,469,28
1675-1,LEGOLAND Triple Pack,1990,559,3
1676-1,Basic Building Set,1990,467,22
1677-1,Rabbit,1990,229,25
1678-1,Basic Building Set Trial Size,1991,469,49
1679-1,Basic Building Set,1990,467,43
1680-1,Hay Cart with Smugglers,1990,194,67
1682-1,Space Shuttle,1990,68,419
1687-1,Midnight Transport,1993,68,271
1688-1,Large Bucket for Her,1993,467,216
1690-1,Helicopter,1990,68,27
1693-1,Turbo Force,1992,82,26
1694-1,Galactic Scout,1992,129,23
1695-1,Treasure Chest,1992,190,24
1696-1,Pirate Lookout,1992,148,17
1698-1,Basic Building Set Trial Size,1991,469,26
1699-1,Small Bucket,1993,467,183
1701-1,Basic Building Set Trial Size,1994,467,26
1702-1,Fire Fighter 4 x 4,1994,74,59
1703-1,Dalmatian Station Building Set,1994,467,181
1704-1,Ice Planet Satellite Plough,1994,133,47
1705-1,Large Dinosaur Bucket,1994,467,327
1708-1,Large Bucket,1994,469,665
1710-1,Snowmobile,1994,79,24
1711-1,Ice Planet Scooter,1994,133,19
1712-1,Crossbow Cart,1994,186,23
1713-1,Shipwrecked Pirate,1994,148,23
1714-1,Surveillance Scooter,1995,142,23
1715-1,Special Value,1995,473,400
1715-2,Basic Bricks,1995,254,400
1716-1,Starter Set with Building Plates,1994,467,201
1719-1,Freestyle Bricks and Plates,1995,399,199
1720-1,Cactus Canyon Value Pack,1994,83,3
1721-1,Sandypoint Marina Value Pack,1994,83,3
1722-1,Rescue / Ice Planet Combi Pack,1994,559,2
1723-1,Castle / Pirates Combi Pack,1994,559,2
1724-1,Bird,1994,468,9
1725-1,Dinosaur,1994,468,11
1726-1,Girl,1994,468,7
1727-1,Horse,1994,468,10
1728-1,Crystal Crawler,1996,308,97
1729-1,Barnacle Bay Value Pack,1994,148,3
1730-1,Snow Scooter,1994,79,24
1731-1,Ice Planet Scooter,1994,133,19
1732-1,Crossbow Cart,1994,186,23
1733-1,Shipwrecked Pirate,1994,148,23
1736-1,Wizard's Cart,1995,186,18
1737-1,Scorpion Detector,1996,131,195
1740-1,Kayak,1994,83,16
1741-1,Car,1994,83,36
1742-1,Van,1994,83,81
1743-1,"Box of Standard Bricks, 5+",1995,473,400
1745-1,"Box of Standard Bricks, 3+",1995,473,404
1746-1,Wiz the Wizard,1995,186,18
1747-1,Treasure Surprise,1996,148,25
1749-1,Paravane,1996,308,16
1750-1,Renault Formula 1 Racer,1992,82,32
1752-1,Boat with Armour,1996,201,21
1756-1,{Basic Promotional Set},1995,468,8
1758-1,{Basic Promotional Set},1995,468,7
1760-1,Go-Cart,1995,82,21
1761-1,Paradisa Speedboat,1995,90,21
1762-1,Go-Cart,1995,82,21
1766-1,Small Freestyle Bucket,1995,399,109
1767-1,{Basic Promotional Set},1995,468,6
1768-1,{Basic Promotional Set},1995,468,9
1769-1,Aircraft,1992,466,23
1772-1,Airport Container Truck,1991,68,79
1773-1,Airline Maintenance Vehicle with Trailer,1996,68,108
1774-1,Aircraft,1991,68,139
1775-1,Jet,1994,68,161
1776-1,Large Bulk Bucket,1996,469,950
1777-1,Sabah Promotional Set: Plane,1997,468,10
1778-1,Sabah Promotional Set: Boat,1997,468,9
1779-1,Sabah Promotional Set: Helicopter,1997,468,10
1782-1,Discovery Station,1997,86,329
1785-1,Introducing Crater Critters,1995,126,146
1786-1,Jailbreak Joe,1995,80,189
1787-1,Crater Cruiser,1995,145,183
1788-1,Treasure Chest,1995,148,165
1789-1,Star Hawk II,1995,145,292
1790-1,Shark Fisherman,1994,83,20
1791-1,Windsurfer & Van,1994,83,70
1792-1,Pleasure Cruiser,1994,83,65
1793-1,Space Station Zenon,1995,145,351
1794-1,Dragon Master Chariot,1994,186,36
1795-1,Imperial Cannon,1994,147,37
1796-1,Freestyle Large Monster Bucket,1996,399,653
1798-1,Building Table,1995,473,3
1802-1,Tidy Treasure,1996,148,25
1804-1,Crossbow Boat,1996,201,21
1806-1,Underwater Scooter,1996,308,16
1807-1,Santa Claus and Sleigh,1995,227,17
1808-1,Light Aircraft and Ground Support,1996,68,121
1809-1,Condor Promotional Airplane,1996,466,29
1815-1,Paradisa Lifeguard,1996,90,38
1817-1,Sea Plane with Hut and Boat,1996,83,134
1818-1,Aircraft and Ground Support Equipment and Vehicle,1996,68,203
1819-1,Large Bucket,1995,469,950
1821-1,Rally Racers,1996,82,195
1822-1,Sea Claw 7 / Neptune III,1995,308,191
1823-1,Sabah Promotional Set: Yacht,1997,468,10
1824-1,Flying Duck,1997,468,17
1825-1,Racing Car,1997,468,19
1826-1,Bird? Boat? Plane?,1997,468,21
1827-1,Helicopter,1997,468,20
1828-1,{Basic Promotional Set},1995,468,7
1831-1,Maersk Line Container Lorry,1995,70,206
1831-2,Maersk Sealand Container Lorry,1995,70,206
1836-1,Freestyle Cat,1995,399,9
1837-1,Freestyle Duck,1995,399,11
1838-1,Freestyle Bird,1995,399,18
1839-1,Freestyle Fish,1995,399,21
1840-1,Freestyle Set,1995,399,24
1841-1,Plane,1999,470,15
1843-1,Space/Castle Value Pack,1996,1,2
1843-2,Spyrius Fold-Wing Spacecraft,1996,142,60
1843-3,Royal Knight's Catapult,1996,201,46
1845-1,20th Anniversary Jackpot Bucket,1993,469,717
1846-1,Freestyle Set,1996,399,25
1847-1,Freestyle Set,1996,399,33
1850-1,Freestyle Set,1995,399,27
1853-1,Navigator,1996,464,158
1854-1,House with Roof-Windows ( Velux ),1996,69,152
1857-1,Basic Bricks,1996,473,950
1858-1,Droid Scout,1996,131,23
1859-1,Sabah Promotional Set: Aeroplane,1997,468,9
1860-1,Freestyle Set,1995,399,32
1863-1,Freestyle Trial Set,1995,399,11
1865-1,Airliner,1994,466,28
1867-1,Medium Bulk Bucket,1997,469,400
1868-1,Freestyle Box,1996,399,220
1869-1,South African Flag,1996,468,80
1870-1,Freestyle Set,1995,399,43
1871-1,Pirates Cannon,1994,148,17
1872-1,Imperial Guard Camp,1994,147,28
1873-1,Pirate Treasure,1994,148,49
1874-1,Polly Pick-Up,1993,469,141
1875-1,Meteor Monitor,1990,128,32
1876-1,Soil Scooper,1990,85,73
1877-1,Crusader's Cart,1990,194,60
1878-1,Small Bucket,1991,467,406
1879-1,Large Bucket,1992,467,441
1880-1,XL Bucket,1992,467,576
1881-1,Small Bucket,1991,467,288
1882-1,Large Bucket,1991,467,451
1884-1,Small Bucket,1992,467,193
1885-1,XL Bucket,1992,467,465
1887-1,Scout Patrol Ship,1992,129,30
1888-1,Black Knights Guardshack,1992,188,49
1889-1,Pirate's Treasure Hold,1992,148,37
1890-1,Octan Racer,1992,82,47
1891-1,Four Set Value Pack,1992,559,4
1895-1,Sky Patrol,1992,80,89
1896-1,Trauma Team,1992,78,296
1906-1,Majisto's Tower,1994,186,196
1916-1,Starion Patrol,1993,140,23
1917-1,King's Catapult,1993,188,22
1924-2,Viking Line Ferry,1992,471,232
1954-1,Surveillance Scooter,1995,142,23
1955-1,Color Line Ferry,1993,471,244
1958-1,Windsurfer,1993,83,21
1959-1,Ultra-Light,1993,68,30
1969-1,Mini Robot,1993,140,38
1970-1,Pirate's Gun Cart,1993,148,31
1971-1,Black Knight's Battering Ram,1993,188,36
1978-1,Build-A-Santa,1991,227,39
1979-1,Snowman,1991,227,42
1980-1,Santa's Elves,1991,227,30
1990-1,F1 Race Car,1993,82,35
1991-1,Racing Pickup,1993,82,81
1992-1,Dragsters,1993,82,103
1993-1,Race Value Pack,1993,82,3
1994-1,Turtle Bucket with Motor,1992,469,192
1995-1,Racer,1999,470,15
1998-1,Silja Line Ferry,1991,471,375
2025-1,Boat,1999,470,12
2027-1,Pen Pack Alpha,2000,501,0
2032-1,Helicopter,1999,470,18
2045-1,Car,1999,470,17
2047-1,Plane,1999,470,13
2069-1,Boat,1999,470,15
2075-1,Prop Plane,1999,470,14
2121-1,Jack in the Box Promotional Set: Stomper,1997,468,11
2122-1,Jack in the Box Promotional Set: Bob,1997,468,14
2123-1,Jack in the Box Promotional Set: Spinner,1997,468,12
2125-1,Green Bucket,1997,504,69
2126-1,Train Cars,1997,236,382
2127-1,Jack in the Box Promotional Set: Nanas,1997,468,13
2129-1,Blast-Off Dragster,1997,12,63
2130-1,Danone Promotional Set: Duck,1998,468,7
2131-1,Danone Promotional Set: Hippo,1998,468,10
2132-1,Danone Promotional Set: Cow,1998,468,10
2133-1,Danone Promotional Set: Impala,1998,468,12
2134-1,Danone Promotional Set: Bison,1998,468,10
2135-1,Sabah Promotional Set: Aircraft,1997,468,9
2136-1,Sabah Promotional Set: Airplane,1997,468,12
2137-1,Sabah Promotional Set: Swamp Boat,1997,468,8
2138-1,Sabah Promotional Set: Helicopter,1997,468,8
2139-1,Sabah Promotional Set: Steam Liner,1998,468,12
2140-1,ANWB Roadside Assistance Crew,1996,85,258
2146-1,Freestyle with Storage Case,1996,399,819
2147-1,Dragon Fly,1997,68,182
2148-1,LEGO Truck,1997,85,105
2148-2,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],1998,85,106
2149-1,Color Line Container Lorry,1997,70,184
2150-1,Train Station,1996,236,609
2151-1,Robo Raider,1997,138,137
2152-1,Robo Raptor,1997,138,222
2153-1,Robo Stalker,1997,138,279
2154-1,Robo Master,1997,138,362
2155-1,Aircraft,2000,467,18
2156-1,Car,2000,467,17
2157-1,Boat,2000,467,16
2158-1,Helicopter,2000,467,10
2160-1,Crystal Scavenger,1997,309,112
