set_num,name,year,theme_id,num_parts
10561-1,Toddler Starter Building Set,2013,505,37
10565-1,LEGO® DUPLO® Creative Suitcase,2014,504,135
10566-1,Creative Picnic,2014,504,52
10567-1,Toddler Build and Boat Fun,2014,504,18
10568-1,Knight Tournament,2014,504,16
10569-1,Treasure Attack,2014,504,46
10570-1,LEGO® DUPLO® All-in-One-Gift-Set,2014,504,30
10571-1,All-in-One-Pink-Box-of-Fun,2014,504,65
10572-1,All-in-One-Box-of-Fun,2014,504,65
10573-1,Creative Animals,2014,504,25
10574-1,Creative Ice Cream,2014,504,23
10575-1,Duplo Creative Building Cube,2014,504,75
10576-1,Zoo Care,2014,504,9
10577-1,Big Royal Castle,2014,504,135
10579-1,Clubhouse Café,2014,504,16
10580-1,Deluxe Box of Fun,2014,504,95
10581-1,Forest: Ducks,2015,504,13
10582-1,Forest: Animals,2015,504,39
10583-1,Forest: Fishing Trip,2015,504,30
10584-1,Forest: Park,2015,504,102
10585-1,Mom and Baby,2015,504,13
10586-1,Ice Cream Truck,2015,504,11
10587-1,Café,2015,504,51
10589-1,Rally Car,2015,504,13
10590-1,Airport,2015,504,29
10591-1,Fire Boat,2015,504,19
10592-1,Fire Truck,2015,504,26
10593-1,Fire Station,2015,504,104
10594-1,Sofia the First™ Royal Stable,2015,504,38
10595-1,Sofia the First™ Royal Castle,2015,504,87
10596-1,Disney Princess™ Collection,2015,504,63
10597-1,Mickey & Minnie Birthday Parade,2015,504,24
10599-1,Batman Adventure,2015,504,46
10600-1,Disney • Pixar Cars™ Classic Race,2015,506,29
10601-1,Delivery Vehicle,2015,504,19
10602-1,Camping,2015,504,37
10603-1,My First Bus,2015,504,17
10604-1,Jake and the Never Land Pirates Treasure Island,2015,504,25
10605-1,Doc McStuffins Rosie the Ambulance,2015,504,16
10606-1,Doc McStuffins Backyard Clinic,2015,504,39
10607-1,Spider-Man Web-Bike Workshop,2015,504,13
10608-1,Spider-Man Spider Truck Adventure,2015,504,28
10615-1,My First Tractor,2015,504,12
10616-1,My First Playhouse,2015,504,25
10617-1,My First Farm,2015,504,26
10618-1,LEGO® DUPLO® Creative Building Box,2015,504,69
10622-1,Large Creative Box,2015,504,193
10623-1,Basic Bricks – Large,2015,505,0
10654-1,XL Creative Brick Box,2016,365,1599
10655-1,Monster Trucks,2013,37,197
10656-1,My First LEGO Princess,2013,22,88
10657-1,My First LEGO Set,2013,37,148
10659-1,Blue Suitcase,2013,37,152
10660-1,Pink Suitcase,2013,37,157
10661-1,My First LEGO Fire Station,2013,22,90
10662-1,LEGO Creative Bucket,2013,37,607
10663-1,LEGO Creative Chest,2013,22,607
10664-1,Creative Tower,2013,22,1599
10665-1,Spider-Man: Spider-Car Pursuit,2014,591,55
10666-1,Digger,2014,591,75
10667-1,Construction,2014,591,159
10668-1,The Princess Play Castle,2014,591,149
10669-1,Turtle Lair,2014,591,107
10671-1,Fire Emergency,2014,591,123
10672-1,Batman: Defend the Batcave,2014,591,150
10673-1,Race Car Rally,2014,591,349
10674-1,Pony Farm,2014,591,305
10675-1,Police – The Big Escape,2014,591,146
10676-1,Knights’ Castle,2014,591,479
10677-1,Beach Excursion,2015,591,74
10679-1,Pirate Treasure Hunt,2015,591,57
10680-1,Garbage Truck,2015,591,99
10681-1,Creative Building Cube,2014,37,599
10682-1,Creative Suitcase,2014,37,1016
10683-1,Road Work Truck,2015,591,132
10684-1,Supermarket Suitcase,2015,591,132
10685-1,Fire Suitcase,2015,591,113
10686-1,Family House,2015,591,226
10687-1,Spider-Man™ Hideout,2015,591,137
10692-1,Creative Bricks,2015,366,220
10693-1,Creative Supplement,2015,366,302
10693-1-s1,Rocket,2015,365,12
10694-1,Creative Supplement Bright,2015,366,302
10695-1,Creative Building Box,2015,366,579
10696-1,Medium Creative Brick Box,2015,366,483
10697-1,XXXL Box,2015,365,1499
10698-1,Large Creative Brick Box,2015,366,789
10699-1,Sand Baseplate,2015,365,1
10700-1,Green Baseplate,2015,365,1
10701-1,Gray Baseplate,2015,365,1
10702-1,Creative Building Set,2016,365,582
10703-1,Creative Builder Box,2017,365,499
10704-1,Creative Box,2017,365,900
10705-1,Creative Building Basket,2016,366,999
10706-1,Blue Creative Box,2017,365,78
10707-1,Red Creative Box,2017,365,55
10708-1,Green Creative Box,2017,365,66
10709-1,Orange Creative Box,2017,365,60
10720-1,Police Helicopter Chase,2016,591,63
10721-1,Iron Man vs Loki,2016,591,66
10722-1,Snake Showdown,2016,591,92
10723-1,Ariel's Dolphin Carriage,2016,591,70
10724-1,Batman & Superman vs. Lex Luthor,2016,482,164
10725-1,Lost Temple,2016,591,171
10726-1,Stephanie's Horse Carriage,2016,496,58
10727-1,Emma's Ice Cream Truck,2016,494,136
10728-1,Mia's Vet Clinic,2016,494,182
10729-1,Cinderella's Carriage,2016,591,116
10734-1,Demolition Site,2017,591,162
10735-1,Police Truck Chase,2017,591,90
10736-1,Anna & Elsa's Frozen Playground,2017,591,94
10737-1,Batman vs. Mr. Freeze,2017,591,63
10740-1,Fire Patrol Suitcase,2017,591,108
10746-1,Mia's Farm Suitcase,2017,591,104
10747-1,Andrea and Stephanie's Beach Holiday,2017,591,141
10801-1,Baby Animals,2016,504,13
10802-1,Savanna,2016,504,15
10803-1,Arctic,2016,504,32
10804-1,Jungle,2016,504,86
10805-1,Around the World,2016,504,148
10806-1,Horses,2016,504,20
10808-1,Little Plane,2016,504,13
10810-1,Push Train,2016,504,46
10813-1,Big Construction Site,2016,504,48
10814-1,Tow Truck Set,2016,504,26
10818-1,My First Truck,2016,504,29
10820-1,"Lego Duplo Creative Building Basket, Multi Color",2016,504,110
10824-1,Miles' Space Adventures,2017,504,23
10825-1,Miles' Exo-Flex Suit,2016,504,37
10827-1,Mickey and Friends Beach House,2016,504,48
10829-1,Mickey's Workshop,2016,504,18
10830-1,Minnie's Cafe,2016,504,27
10831-1,My First Caterpillar,2016,504,19
10847-1,My First Number Train,2017,504,19
10849-1,My First Plane,2017,504,10
10852-1,My First Bird,2017,504,7
10937-1,Arkham Asylum Breakout,2012,484,1619
1103-2,DNA Student Set,2008,517,521
11905-1,DK Star Wars Brickmaster: Battle For The Stolen Crystals,2013,497,189
11908-1,Build Your Own Adventure with Liza Mini-Doll and Touring Car,2015,494,77
11909-1,Lego Ninjago: Build Your Own Adventure,2015,435,74
11910-1,Micro-Scale Space Cruiser,2015,126,102
11912-1,LEGO Star Wars: Build Your Own Adventure,2016,158,73
11995-1,Hero Recon Team,2011,400,0
1270-2,Trial Size Bag - Chromika,2005,37,16
18703535-1,Hamster Play Time - Friends Magazine - Polish Edition,2016,497,25
20001-1,BrickMaster,2007,22,103
20002-1,Fire Truck,2008,58,56
20003-1,Dinosaur,2008,22,102
2000409-1,Window Exploration Bag,2010,507,5200
20004-1,Jungle Cruiser,2008,265,83
2000413-1,Connections Kit,2010,432,2045
2000414-1,Starter Kit,2010,507,239
2000415-1,Identity and Landscape Kit,2010,432,1536
2000416-1,Duck,2012,507,6
2000421-1,FLL Trophy Small,2013,398,233
2000422-1,FLL Trophy Medium,2013,398,267
2000423-1,FLL Trophy Large,2013,398,437
2000424-1,Story Starter (Sample Set),2014,507,96
2000430-1,Identity and Landscape Kit,2013,432,2844
2000431-1,Connections Kit,2013,432,2448
2000445-1,Crossing the River,2016,507,14
2000446-1,"Building My SG - Reflect, Celebrate, Inspire",2015,517,243
20005-1,Winged Rahi (Klakk),2008,324,38
20006-1,Clone Turbo Tank - Mini,2008,162,64
20007-1,Republic Attack Cruiser - Mini,2009,162,84
20008-1,Tow Truck,2009,22,79
20009-1,AT-TE Walker - Mini,2009,161,94
20010-1,Republic Gunship - Mini,2009,161,94
20011-1,Garbage Truck,2009,22,74
20012-1,Click,2009,324,33
20013-1,Mini Neptune Carrier,2010,316,63
20014-1,4 x 4 Dynamo,2010,22,69
20015-1,Alligator,2010,22,89
20016-1,Imperial Shuttle - Mini,2010,163,70
20017-1,Dagger Trap,2010,271,52
20018-1,AT-AT Walker - Mini,2010,163,83
20019-1,Slave I,2011,163,76
20020-1,Mini Turbo Shredder,2011,435,83
20021-1,Bounty Hunter Gunship - Mini,2011,160,81
2008-1,Heart 2008,2008,232,92
2009-2,Heart 2009,2009,232,92
2010-1,Happy Holidays - The Christmas Game,2010,502,139
2011-2,Lego Duck,2011,301,91
20200-1,"MBA Level One - Kit 1, Space Designer",2011,432,177
20201-1,"MBA Level One - Kit 2, Microbuild Designer",2011,432,221
20202-1,"MBA Level One - Kit 3, Robot Designer",2011,432,158
20203-1,"MBA Level Two - Kit 4, Flight Designer",2011,432,145
20204-1,"MBA Level Two - Kit 5, Creature Designer",2012,432,232
20205-1,MBA Level Two - Kit 6 Auto Designer,2012,432,188
20206-1,"MBA Level Three - Kit 7, The Lost Village",2012,432,229
20207-1,"MBA Level Three - Kit 8, The Forbidden Bridge",2012,432,220
20208-1,"MBA Level Three - Kit 9, The Dark Lair",2012,432,183
20214-1,MBA Adventure Designer (Kits 7 - 9 Redesign),2013,432,3
20215-1,MBA Invention Designer (Kits 10 - 12),2013,432,675
20216-1,MBA Robot & Micro Designer (Kits 2 - 3 Redesign),2013,432,2
20217-1,MBA Action Designer (Kits 4 - 6 Redesign),2013,432,3
2063-1,Stormer 2.0,2011,401,31
2064-1,Air Ambulance,2007,60,115
2065-1,Furno 2.0,2011,401,30
2067-1,Evo 2.0,2011,401,31
2068-1,Nex 2.0,2011,401,31
21000-1,Sears Tower,2008,252,69
21000-2,Willis Tower,2011,252,69
21001-1,John Hancock Center,2008,252,69
21002-1,Empire State Building,2009,252,77
21003-1,Seattle Space Needle,2009,252,57
21004-1,Solomon R. Guggenheim Museum,2009,252,208
21005-1,Fallingwater,2009,252,811
21006-1,The White House,2010,252,560
21007-1,Rockefeller Center,2010,252,240
21008-1,Burj Khalifa,2011,252,208
21009-1,Farnsworth House,2011,252,546
21010-1,Robie House,2011,252,2276
21011-1,Brandenburg Gate,2011,252,363
21012-1,Sydney Opera House,2012,252,270
21013-1,Big Ben,2012,252,346
21014-1,Villa Savoye,2012,252,659
21015-1,The Leaning Tower of Pisa,2013,252,344
21016-1,Sungnyemun,2012,252,325
21017-1,Imperial Hotel,2013,252,1187
21018-1,United Nations Headquarters,2013,252,596
21019-1,Eiffel Tower,2014,252,320
21020-1,The Trevi Fountain,2014,252,730
21021-1,Marina Bay Sands,2014,252,601
21022-1,Lincoln Memorial,2015,252,273
21023-1,Flatiron Building,2015,252,470
21024-1,Louvre,2015,252,694
21026-1,Venice,2016,253,212
21027-1,Berlin,2016,253,289
21028-1,New York City,2016,253,597
21029-1,Buckingham Palace,2016,252,779
21030-1,United States Capitol Building,2016,252,1031
21031-1,Burj Khalifa,2016,252,332
21032-1,Sydney,2017,253,361
21033-1,Chicago,2017,253,444
21034-1,London,2017,253,467
21035-1,Solomon R. Guggenheim Museum&reg;,2017,252,744
21050-1,Architecture Studio,2013,252,1210
21100-1,Shinkai 6500 Submarine,2011,576,412
21101-1,Hayabusa,2012,576,364
21102-1,Minecraft Micro World,2012,577,458
21103-1,Back to the Future Delorean,2013,576,400
21104-1,Mars Science Laboratory Curiosity Rover,2014,576,295
21105-1,Minecraft Micro World: The Village,2013,577,465
21106-1,Minecraft Micro World: The Nether,2013,577,469
21107-1,Micro World - The End,2014,577,439
21108-1,Ghostbusters,2014,576,507
21109-1,Exo-Suit,2014,576,320
21110-1,Research Institute,2014,576,163
2111-1,Kai,2011,435,19
21113-1,The Cave,2014,577,249
21114-1,The Farm,2014,577,262
21115-1,The First Night,2014,577,408
21116-1,Crafting Box,2014,577,517
21117-1,The Ender Dragon,2014,577,633
21118-1,The Mine,2014,577,921
21119-1,The Dungeon,2015,577,219
21120-1,The Snow Hideout,2015,577,327
2112-1,Cole,2011,435,18
21121-1,The Desert Outpost,2015,577,518
21122-1,The Nether Fortress,2015,577,570
21123-1,The Iron Golem,2016,577,208
21124-1,The End Portal,2016,577,558
21125-1,The Jungle Tree House,2016,577,706
21126-1,The Wither,2016,577,318
21127-1,The Fortress,2016,577,982
21128-1,The Village,2016,577,1596
21129-1,The Mushroom Island,2017,577,247
21130-1,The Nether Railway,2017,577,387
2113-1,Zane,2011,435,19
21131-1,The Ice Spikes,2017,577,454
21132-1,The Jungle Temple,2017,577,598
21133-1,The Witch Hut,2017,577,502
21134-1,The Waterfall Base,2017,577,729
2114-1,Chopov,2011,435,20
2115-1,Bonezai,2011,435,21
2116-1,Krazi,2011,435,22
21200-1,Life of George,2011,301,144
21201-1,Life of George II,2012,301,144
21204-1,Town Master,2014,590,256
21205-1,Battle Towers,2014,590,212
21206-1,Create and Race,2014,590,222
21208-1,Resort Designer,2014,590,262
21301-1,Birds,2015,576,579
21302-1,The Big Bang Theory,2015,576,498
21303-1,WALL•E [Original Version],2015,576,676
21303-2,WALL•E [Fixed Neck Version],2015,576,675
21304-1,Doctor Who,2015,576,623
21305-1,Maze,2016,576,768
21306-1,Yellow Submarine,2016,576,553
21307-1,Caterham Seven 620R,2016,576,770
21308-1,Adventure Time™,2016,576,496
21309-1,LEGO Ideas NASA Apollo Saturn V,2017,576,1969
2141-1,Surge 2.0,2011,401,30
2142-1,Breez 2.0,2011,401,29
2143-1,Rocka 3.0,2011,401,30
2144-1,Nex 3.0,2011,401,29
2145-1,Stormer 3.0,2011,401,31
2159-1,9V Train Track Starter Collection,2006,244,24
2170-1,Cole DX,2011,435,21
2171-1,Zane DX,2011,435,22
2172-1,Nya,2011,435,21
2173-1,Nuckal,2011,435,26
2174-1,Kruncha,2011,435,24
2175-1,Wyplash,2011,435,23
2182-1,Bulk 3.0,2011,401,30
2183-1,Stringer 3.0,2011,401,29
2191-1,Furno 3.0,2011,401,28
2192-1,Drilldozer,2011,403,61
2193-1,Jetbug,2011,403,63
2194-1,Nitroblast,2011,403,57
2230-1,Helicopter and Raft,2008,59,106
2231-1,Waspix,2011,403,48
2232-1,Raw-Jaw,2011,403,52
2233-1,Fangz,2011,403,53
2235-1,Fire Lord,2011,403,125
2236-1,Scorpio,2011,403,104
2254-1,Mountain Shrine,2011,435,168
2255-1,Sensei Wu,2011,435,20
2256-1,Lord Garmadon,2011,435,23
2257-1,Spinjitzu Starter Set,2011,435,47
2258-1,Ninja Ambush,2011,435,71
2259-1,Skull Motorbike,2011,435,156
2260-1,Ice Dragon Attack,2011,435,158
2263-1,Turbo Shredder,2011,435,298
2282-1,Rocka XL,2011,401,174
2283-1,Witch Doctor,2011,403,337
241601-1,Miku the dragon,2016,600,12
241602-1,Jynx cat,2016,600,26
2504-1,Spinjitzu Dojo,2011,435,381
2505-1,Garmadon's Dark Fortress,2011,435,516
2506-1,Skull Truck,2011,435,517
2507-1,Fire Temple,2011,435,1174
2508-1,Blacksmith Shop,2011,435,178
2509-1,Earth Dragon Defense,2011,435,226
2516-1,Ninja Training Outpost,2011,435,46
2518-1,Nuckal's ATV,2011,435,174
2519-1,Skeleton Bowling,2011,435,373
2520-1,Battle Arena,2011,435,462
2521-1,Lightning Dragon Battle,2011,435,643
271605-1,Lava fighter,2016,605,12
2824-1,Advent Calendar 2010 City,2010,208,24
2824-10,Advent Calendar 2010 City (Day 9) Toy Airplane,2010,220,11
2824-11,Advent Calendar 2010 City (Day 10) Man with Suitcase,2010,220,5
2824-12,Advent Calendar 2010 City (Day 11) Fireplace,2010,220,13
2824-13,Advent Calendar 2010 City (Day 12) Sled with Wood and Axe,2010,220,14
2824-14,Advent Calendar 2010 City (Day 13) Toy Fire Truck,2010,220,15
2824-15,Advent Calendar 2010 City (Day 14) Woman with Bread,2010,220,5
2824-16,Advent Calendar 2010 City (Day 15) Table with Chairs and Lamp,2010,220,13
2824-17,Advent Calendar 2010 City (Day 16) Couch / Sofa,2010,220,9
2824-18,Advent Calendar 2010 City (Day 17) Shower Stall,2010,220,9
2824-19,Advent Calendar 2010 City (Day 18) Santa Claus (almost Naked) with Brush,2010,220,6
2824-2,Advent Calendar 2010 City (Day 1) Snowman with Broom,2010,220,11
2824-20,Advent Calendar 2010 City (Day 19) Toy Train Car Red,2010,220,15
2824-21,Advent Calendar 2010 City (Day 20) Toy Bulldozer,2010,220,17
2824-22,Advent Calendar 2010 City (Day 21) Toy Train Car Yellow,2010,220,15
2824-23,Advent Calendar 2010 City (Day 22) Toy Helicopter,2010,220,7
2824-24,Advent Calendar 2010 City (Day 23) Christmas Tree,2010,220,23
2824-25,Advent Calendar 2010 City (Day 24) Santa Claus with Toy Train Engine,2010,220,21
2824-3,Advent Calendar 2010 City (Day 2) Boy with Sword,2010,220,5
2824-4,Advent Calendar 2010 City (Day 3) Skateboard with Ramp and Railing,2010,220,10
2824-5,Advent Calendar 2010 City (Day 4) Toy Crane,2010,220,15
2824-6,Advent Calendar 2010 City (Day 5) Drum Set,2010,220,10
2824-7,Advent Calendar 2010 City (Day 6) Girl with Cat,2010,220,5
2824-8,Advent Calendar 2010 City (Day 7) Piano / Organ,2010,220,10
2824-9,Advent Calendar 2010 City (Day 8) Dog with Bowl and Sausage,2010,220,7
2850828-1,LEGO® Star Wars™ Darth Vader™ Watch,2011,501,0
2850829-1,Luke Skywalker Watch,2011,501,0
2851193-1,LEGO® Star Wars™ Darth Maul™ Watch,2009,501,0
2852724-1,Accelerometer Sensor for Mindstorms NXT,2011,259,0
2852725-1,Infrared Seeker for Mindstorms NXT (Version 2),2011,259,1
2852726-1,Gyroscopic Sensor for Mindstorms NXT,2011,259,0
2853216-1,Infrared Link Sensor for Mindstorms NXT,2011,259,1
2853300-1,Space Police Collection,2009,141,5
2853301-1,CITY Transport Collection,2009,63,5
2853302-1,CITY Construction Collection,2009,56,4
2853303-1,Bionicle Glatorian Legends Collection,2009,332,6
2853508-1,LEGO Star Wars: The Visual Dictionary,2009,497,6
2853590-1,Stormtrooper,2009,169,5
2853835-1,White Boba Fett Figure,2010,158,5
2853944-1,Astronaut,2010,598,5
2855028-1,Exclusive Spaceman Magnet,2010,501,8
2855040-1,Infrared Receiver Sensor for Mindstorms NXT,2011,259,0
2855057-1,LEGO® Star Wars™ Stormtrooper™ Kid’s Watch,2011,501,0
2855113-1,Brickmaster Star Wars,2011,501,251
2855127-1,LEGO Harry Potter: Years 1-4 Video Game,2010,501,0
2856079-1,Creationary Booster Pack,2011,502,30
2856080-1,Storm Trooper Minifigure Clock,2010,501,0
2856081-1,LEGO® Star Wars™ Darth Vader Minifigure Clock,2010,501,0
2856089-1,Hero Factory 2.0 Collection,2011,401,6
2856128-1,LEGO® Star Wars™ Anakin Skywalker™ Minifigure Watch,2011,501,0
2856130-1,LEGO® Star Wars™ Yoda™ Minifigure Watch,2011,501,0
2856134-1,Ninjago Card Shrine,2011,435,98
2856195-1,LEGO Minifigure Ultimate Sticker Collection,2011,501,1
2856197-1,Shadow ARF Trooper,2011,178,5
2856203-1,LEGO® Star Wars™ Yoda Minifigure Clock,2011,501,0
2856217-1,LEGO Star Wars III: The Clone Wars,2011,501,0
2856223-1,"Magnet Set, Minifig Retro Ninja Princess - with 2 x 4 Brick Base (Bricktober Week 1)",2011,501,0
2856224-1,"Magnet Set, Minifig Retro Forestman - with 2 x 4 Brick Base (Bricktober Week 2)",2011,501,0
2856225-1,"Magnet Set, Minifig Retro Classic Knight - with 2 x 4 Brick Base (Bricktober Week 3)",2011,501,0
2856226-1,"Magnet Set, Minifig Retro Classic Space Astronaut - with 2 x 4 Brick Base (Bricktober Week 4)",2011,501,3
2856227-1,Hero Factory Fire Villains Collection,2011,403,4
2856236-1,LEGO® Red Brick Clock,2013,501,0
2856238-1,LEGO® Yellow Brick Clock,2015,501,0
2856453-1,LEGO Brand Pirates of the Caribbean Video Game - PS3,2011,501,0
2928-1,Airline Promotional Set,2006,53,137
2928-2,Airline Promotional Set - ANA limited edition,2008,53,137
30000-1,Doctor With Car,2009,60,30
30001-1,Fireman's Car,2009,58,39
30002-1,Police Boat,2009,61,30
30003-1,Road Roller,2009,56,31
30004-1,Battle Droid on STAP,2009,165,23
30005-1,Imperial Speeder Bike,2009,169,33
30006-1,Clone Walker,2009,165,31
30008-1,Snowman,2009,206,44
30009-1,Christmas Tree,2009,206,47
30010-1,Fire Chief,2010,58,31
30011-1,Police Dinghy,2010,61,16
30012-1,Mini Airplane,2010,53,34
30013-1,Police Quad,2010,61,30
30014-1,Police Helicopter,2011,61,32
30015-1,Jet Ski,2011,59,24
30016-1,Small Satellite,2011,52,34
30017-1,Police Boat,2012,61,35
30018-1,Police Plane,2012,61,32
30019-1,Fire Helicopter,2012,58,37
30020-1,Jet,2010,23,43
30021-1,Parrot,2010,23,48
30022-1,Bee,2011,22,23
30023-1,Lighthouse,2011,22,25
30024-1,Truck,2011,22,56
30025-1,Clown Fish,2011,22,59
30026-1,Panda,2011,23,61
30027-1,Reindeer,2011,22,66
30028-1,Wreath,2011,227,50
30029-1,LEGO Pudsey Bear,2011,301,95
30030-1,Racing Car,2010,120,29
30031-1,World Race Powerboat,2010,123,27
30032-1,World Race Buggy,2010,123,35
30033-1,Racing Truck,2010,120,40
30034-1,Racing Tow Truck,2010,120,34
30035-1,Racing Car,2010,120,30
30036-1,Buggy Racer,2011,120,26
30040-1,Octopus,2010,315,42
30041-1,Piranha,2010,315,45
30042-1,Mini Sub,2010,315,37
30050-1,Republic Attack Shuttle - Mini,2010,160,54
30051-1,X-wing Fighter - Mini,2010,163,61
30052-1,AAT - Mini,2011,161,46
30053-1,Republic Attack Cruiser - Mini,2011,162,41
30054-1,AT-ST - Mini,2011,163,46
30055-1,Vulture Droid - Mini,2011,162,42
30056-1,Star Destroyer,2012,163,38
30057-1,Anakin's Pod Racer,2012,164,38
30058-1,STAP,2012,158,19
30059-1,MTT,2012,158,51
30061-1,Attack Wagon,2010,196,36
30062-1,Target Practice,2010,196,31
30066-1,Circus Clown Polybag,2013,504,3
30066-2,Circus Ringmaster Polybag,2013,504,3
30066-4,Circus Tiger Polybag,2013,504,3
30066-5,Circus Rabbit Polybag,2013,504,3
30067-1,Duplo Farm Polybag (farmer),2014,504,5
30067-2,Duplo Farm Polybag (calf),2014,504,5
